category,market_tier,condition,is_premium_brand,tech_generation,ram_gb,storage_gb,size_value,performance_value,power_wattage,resolution_standard,cpu_gpu_tier,connectivity,brand,pack_count,confidence,original_title,original_row_id,error_log
"Desktops, Workstations & Servers",Mainstream,New,False,Current-Gen,16.0,512.0,1.0,,,,i5-13420H,WiFi 6,Lenovo,1.0,1.0,"Lenovo ThinKCentre neo 50q Gen 4 Tiny 1L Business Mini Desktop Computer, 13th Gen Intel 8-Core i5-13420H (Beat i7-1355U), 16GB DDR4 RAM, 512GB PCIe SSD, 2 DisplayPorts, WiFi 6, Win 11 Pro, Vent-Hear",1775.0,
Peripherals & Input Devices,Mainstream,New,True,Current-Gen,,,,,,,,,Elgato,1.0,0.9,"Elgato Stream Deck Mini – Control Zoom, Teams, PowerPoint, MS Office and More, Boost Productivity with Seamless Integration for Daily Apps, Set Up Shortcuts Easily, Compatible with Mac and PC",1776.0,
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,4.0,64.0,14.0,,,,Intel Celeron N4120,"WiFi, Bluetooth",HP,1.0,1.0,"HP 2023 Chromebook Laptop, 14 Inch Display, Intel Celeron N4120 Processor, 4GB RAM, 64GB eMMC, Intel UHD Graphics 600, WiFi, Bluetooth, Chrome OS, Modern Gray",1777.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,3480.0,,,,,Belkin,1.0,0.95,"Belkin 12-Outlet Surge Protector Power Strip w/ 12 AC Outlets, 2 USB-A Ports and 1 USB-C Port, 6ft Cable, UL-listed w/ Overload & Overvoltage Protection + On/Off Switch - 3,480 Joules of Protection",1778.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,8.9,,,,,,Scotch,50.0,1.0,"Scotch Dry Erase Thermal Laminating Pouches, 50-Pack, Works with Dry Erase Markers, Reuseable Worksheets, Calendars, Checklists, 8.9 x 11.4 Inches, Letter Size, Clear Professional Finish (TP3854-50DE)",1779.0,
Accessories & Consumables,Budget,New,False,Current-Gen,,,,,,,,,GE,4.0,0.9,"GE Personal Security Window and Door Alarm, 4 Pack, DIY Protection, Burglar Alert, Wireless Chime/Alarm, Easy Installation, Home Security, Ideal for Home, Garage, Apartment and More, White, 45174",1780.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,,FiiO,1.0,0.9,FiiO FT1 32Ω Large Dynamic Driver Headphones with Solid Wood Cups,1781.0,
Laptops & Chromebooks,Premium,Renewed/Refurbished,True,Current-Gen,8.0,128.0,13.3,,,2K/QHD (1440p),i5,,Apple,1.0,1.0,Apple MacBook Pro 13.3in Retina Laptop Intel i5 Dual Core 2.6GHz 8GB 128GB SSD - MGX72LL/A (Renewed),1782.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,128.0,,,,,,,SanDisk,1.0,0.9,"SanDisk 128GB Extreme PRO CFexpress Card Type B - SDCFE-128G-GN4NN, Silver",1783.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,,Audio-Technica,1.0,0.9,"Audio-Technica ATH-M30x Professional Studio Monitor Headphones, Black",1784.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,ACDelco,48.0,1.0,"ACDelco 48-Count Triple AAA Batteries, Maximum Power Super Alkaline Battery for Home and Office, 10-Year Shelf Life, Reclosable Packaging",1785.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,198.12,,15.0,,,,Belkin,2.0,0.9,"Belkin USB A to USB C Cable 2-Pack, 6.6ft, 15W - Type C Charger, iPhone Charger Cord, Soft, Braided, Flexible for iPhone 16 & 15, Galaxy S25, Pixel 9, iPad Pro, Airpods Pro, Switch & More - Black",1786.0,
PC Components (Core),Premium,New,True,Cutting-Edge,32.0,,,2580.0,,,RTX 5090,"DisplayPort 2.1a, HDMI 2.1b",MSI,1.0,0.95,"MSI Gaming RTX 5090 32G SUPRIM Liquid SOC Graphics Card (32GB GDDR7, 512-bit, Extreme Performance: 2580 MHz, DisplayPort x3 2.1a, HDMI 2.1b, NVIDIA Blackwell Architecture)",1787.0,
Networking & Smart Home,Premium,New,True,Current-Gen,,,,5200.0,,,,WiFi 6,NETGEAR,1.0,1.0,"NETGEAR Orbi Whole Home Tri-Band WiFi 6 Mesh Network System (RBK752P) – Router with 1 Satellite Extender, Security Features, Coverage up to 5,000 sq. ft., 75 Devices, AX5200 802.11ax (Up to 5.2Gbps)",1788.0,
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,Wireless,WAVLINK,1.0,0.95,"WAVLINK AC1200 Outdoor WiFi Extender Wireless Access Point, IP65 Weatherproof High Power Long Range Signal Booster with PoE, Gigabit Port, Router/AP/Repeater Mode for Home Camping/Farm/Yard etc",1789.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,,APC,1.0,0.9,"APC UPS Replacement Battery RBC17 for APC Back-UPS Models BE650G1, BE750G, BR700G, BE850M2, BE850G2, BX850M, BE650G, BN600, BN700MC, BN900M, BVK950M2, BVN950M2 and select others",1790.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,65.0,,,,Belkin,1.0,1.0,"Belkin USB C Charger Block 65W - USB C Cable Included - Super Fast Charging, Type C Wall Charger - Apple iPhone 16/15/14/13, Galaxy S25, Pixel 9, MacBook, iPad, Nintendo Switch 2, & More - Black",1791.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Texas Instruments,1.0,0.9,TEXAS INSTRUMENTS 30XIIS Scientific/Math Calculator - Orange,1792.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,,HyperX,1.0,1.0,"HyperX Cloud Stinger 2 – Gaming Headset, DTS Headphone:X Spatial Audio, Lightweight Over-Ear Headset with mic, Swivel-to-Mute Function, 50mm Drivers, PC Compatible, Black",1793.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,1024.0,,420.0,,,,,SanDisk,1.0,1.0,"SanDisk 1TB Extreme PRO USB 3.2 Solid State Flash Drive - Up to 420MB/s, Durable Aluminum Metal Casting - SDCZ880-1T00-GAM46",1794.0,
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,,Ubiquiti,1.0,0.95,Ubiquiti G5 Turret Ultra (UVC-G5-Turret-Ultra),1795.0,
Peripherals & Input Devices,Budget,New,False,Current-Gen,,,10.1,,,,,,Amazon Basics,1.0,0.9,"Amazon Basics Irregular Ergonomic Gel Computer Mouse Pad with Wrist Rest for Pain Relief, 10.1L x 8.1W inches, Black",1796.0,
Smartphones & Wearables,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Panasonic,4.0,0.9,"Panasonic Cordless Phone with Answering Machine, Link2Cell Bluetooth, Voice Assistant and Advanced Call Blocking, Expandable System with 4 Handsets - KX-TGD864W (White)",1797.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,E-Z Ink,4.0,1.0,E-Z Ink Compatible Toner Cartridge Replacement for Brother TN830XL TN 830 TN830 Toner Cartridges for HL-L2460DW DCP-L2640DW HL-L2480DW HL-L2400D HL-L2405W MFC-L2820DW Printer (4 Black),1798.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,Wireless,Brother,1.0,0.95,Brother Work Smart 1360 Wireless Color Inkjet All-in-One Printer with Automatic Duplex Printing and 1.8” Color Display | Includes Refresh Subscription Trial(1) (MFC-J1360DW),1799.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,Canon,1.0,0.9,"Canon PGI-280XXL Genuine Pigment Black Ink Tank, Compatible with TR8520, TS9120,TS8120, TS6120, TS9521C/a, TS9520/a, TS8220, TS6220, TS8320, TS6320, TS702/a, and TR8620/a Series Printers",1800.0,
Accessories & Consumables,Premium,New,True,Current-Gen,,,,,,,,,Apple,1.0,1.0,Apple USB-C to SD Card Reader,1801.0,
Peripherals & Input Devices,Mainstream,New,True,Current-Gen,,,,,,,,,NVIDIA,1.0,0.95,"NVIDIA SHIELD Remote; Voice Search, Motion-Activated, Backlit Buttons, Customizable Menu Buttons, and IR Blaster to Control your TV",1802.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,12.9,,,,,,Logitech,1.0,0.95,"Logitech Combo Touch iPad Pro 12.9-inch (5th, 6th gen - 2021, 2022) Keyboard Case - Detachable Backlit Keyboard with Kickstand, Click-Anywhere Trackpad, Smart Connector - Oxford Gray; USA Layout",1803.0,
Accessories & Consumables,Budget,New,False,Current-Gen,,,11.0,,,,,,Avery,100.0,0.9,"Avery Full-Sheet Printable Shipping Labels, 8.5"" x 11"" Customizable Stickers, White, 100 Blank Mailing Labels, Great for Mailing, Shipping, Organizing, and More (5165)",1804.0,
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,Wired,Motorola Solutions,2.0,1.0,"Motorola Solutions, Portable FRS, T605_H2O, Talkabout, Two Way Radios Waterproof Walkie Talkie Emergency Preparedness, Rechargeable, 22 Channel, 35 Mile, Orange W/Black, 2 Pack",1805.0,
PC Components (Core),Enterprise/Professional,Renewed/Refurbished,True,Last-Gen,,24000.0,3.5,7200.0,,,,,Seagate,1.0,1.0,Seagate Exos ST24000NM000C 24TB 7.2K RPM SATA 6Gb/s 512e 3.5in Enterprise Hard Drive (Renewed),1806.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Brother,1.0,0.95,"Brother Genuine TN420 Mono Laser Toner Cartridge, Black",1807.0,
Smartphones & Wearables,Mainstream,New,False,Current-Gen,,,,,,,,,Fitbit,1.0,1.0,"Fitbit Google Ace LTE - Kids Smartwatch with Call, Message, GPS, and Activity-Based Games, Ace Pass Data Plan Required - Mild - Strange Arcade",1808.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,1.0,1.0,"HP 89X Black High-yield Toner Cartridge for HP Printers | Works with Printer Series: LaserJet Enterprise M507, LaserJet Enterprise MFP M528 | CF289X",1809.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,12.0,,,,,,Brother,1.0,1.0,Brother Genuine P-Touch Btag BTAG231 Black on White Label Tape ~1/2in by 13.1ft (12mm x 4m),1810.0,
"Desktops, Workstations & Servers",Premium,New,False,Current-Gen,32.0,1024.0,,60.0,,4K/UHD (2160p),Ryzen 5 5650U,"WiFi 6, BT5.2",Beelink,1.0,1.0,"Beelink EQR5 AI Mini PC, AMD Ryzen 5 5650U(Up to 4.2GHz) 6C/12T, Mini Desktop Computer 32GB DDR4 RAM 1TB NVMe SSD, Micro PC 4K@60Hz Dual HDMI/BT5.2/WiFi 6 for Office/Home/W-11 Pro",1811.0,
Cameras & Photography,Premium,New,True,Current-Gen,,,,,,,,,Sony,1.0,0.9,Sony RX100 VII Premium Compact Camera with 1.0-type stacked CMOS sensor (DSCRX100M7),1812.0,
PC Components (Core),Mainstream,New,False,Current-Gen,,4096.0,3.5,5400.0,,,,,Western Digital,1.0,0.95,"Western Digital 4TB WD Blue PC Internal Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD40EZAX",1813.0,
Cameras & Photography,Mainstream,New,False,Current-Gen,,,,,,,,,Vortex Optics,1.0,1.0,"Vortex Optics Diamondback HD 12x50 Binoculars - HD Optical System, Non-slip Grip, Waterproof, Fogproof, Shockproof, Included GlassPak - Unlimited, Unconditional Warranty",1814.0,
Laptops & Chromebooks,Premium,New,True,Current-Gen,32.0,1024.0,15.6,165.0,,2K/QHD (1440p),"Intel i9-14900HX, NVIDIA RTX 5070",,MSI,1.0,1.0,"MSI Katana 15 HX 15.6” 165Hz QHD+ Gaming Laptop: Intel Core i9-14900HX, NVIDIA Geforce RTX 5070, 32GB DDR5, 1TB NVMe SSD, RGB Keyboard, Win 11 Home: Black B14WGK-016US",1815.0,
Cameras & Photography,Mainstream,New,True,Cutting-Edge,,,,,,4K/UHD (2160p),,,Sony,1.0,0.95,"Sony ZV-1 Digital Camera for Content Creators, Vlogging and YouTube with Flip Screen, Built-in Microphone, 4K HDR Video, Touchscreen Display, Live Video Streaming, Webcam",1816.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,,,,,,,Mounting Dream,1.0,1.0,"Mounting Dream UL Listed Advanced Tilt TV Wall Mount for Most 42-90 Inch TVs, TV Bracket with Full Tilt Extension up to 7"", Fits 16"", 18"", 24"" Studs, Max VESA 600x400mm and 120LBS MD2104",1817.0,
Tablets & E-Readers,Premium,Renewed/Refurbished,True,Current-Gen,,64.0,10.2,,,,,WiFi,Apple,1.0,1.0,"Apple 2021 iPad (10.2 inch, Wi-Fi, 64GB) - Space Gray (Renewed Premium)",1818.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,2.7,,,,,,Canon,1.0,0.95,"Canon Megatank GX7120 Wireless All-in-One Printer, Print, Copy, Scan and Fax with 2.7"" LCD Touch Screen and Auto Document Feeder, White",1819.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,,Canon,1.0,0.95,"Canon ImageFORMULA DR-C225 II Office Document Scanner, Black - 3258C002",1820.0,
"Desktops, Workstations & Servers",Premium,Renewed/Refurbished,True,Current-Gen,8.0,256.0,,,,,M2,,Apple,1.0,1.0,"Apple 2023 Mac Mini with Apple M2 Chip with 8-core CPU (8GB RAM, 256GB SSD Storage) Silver (Renewed)",1821.0,
Tablets & E-Readers,Premium,New,True,Current-Gen,8.0,256.0,12.4,,,,,,Samsung,1.0,1.0,"Samsung Galaxy Tab S9 FE+ Plus Android Tablet (12.4” Touchscreen, 8GB RAM, 256GB Storage, 18-hr Long Battery Life, S Pen, 1 Front Camera + 2 Rear Cameras, Lightweight Durable Design) SM-X610, Gray",1822.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,1.0,1.0,"HP 87A Black Toner Cartridge | Works with HP LaserJet Enterprise M506 Series, MFP M527 Series, H M501 Series | CF287A",1823.0,
Networking & Smart Home,Mainstream,New,True,Current-Gen,,,,,,,,WiFi 6,Ubiquiti,1.0,0.9,Ubiquiti U6+ AP WiFi6 1xGbE PoE 2x2 Dual,1824.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,Logitech,1.0,0.9,"Logitech Combo Touch for iPad (7th, 8th and 9th generation) keyboard case with trackpad, wireless keyboard, Smart Connector technology - Graphite",1825.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Fender,1.0,0.9,"Fender Mustang Micro Plus Headphone Amplifier, Bluetooth Audio Streaming and 50 Amp and Effects Models, with 2-Year Warranty",1826.0,
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,,Baofeng,1.0,0.95,Baofeng UV-5R Two Way Radio Dual Band 144-148/420-450Mhz Walkie Talkie 1800mAh Li-ion Battery(Black),1827.0,
Cameras & Photography,Mainstream,New,False,Current-Gen,,,,,,,,,Neewer,1.0,1.0,"Neewer Photo Studio Backdrop Support System, 10ft/3m Wide 6.6ft/2m High Adjustable Background Stand with 4 Crossbars, 6 Backdrop Clamps, 2 Sandbags, and Carrying Bag for Portrait & Studio Photography",1828.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,TI,1.0,1.0,"Rechargeable Battery for TI Nspire CX, TI Nspire CX CAS (NEW MODEL)",1829.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,,,,,Samsung,1.0,1.0,Samsung OEM Remote Control with Netflix Hotkey - Black (BN59-01315J),1830.0,
Displays & Mounting,Premium,New,True,Current-Gen,,,55.0,120.0,,4K/UHD (2160p),,,TCL,1.0,1.0,"TCL 55-Inch Class NXTVISION Series QLED 4K UHD Google Smart TV Canvas Style Art Frame TV - QLED, 120hz, Matte Anti-Glare Screen, Free Bezel and Frame, Atmos, Free Art Included (55A300W, 2024 Model)",1831.0,
Cameras & Photography,Premium,New,True,Current-Gen,,,,4.0,,4K/UHD (2160p),,,Sony,1.0,1.0,"Sony Alpha a6400 Mirrorless Camera: Compact APS-C Interchangeable Lens Digital Camera with Real-Time Eye Auto Focus, 4K Video, Flip Screen & 16-50mm Lens - E Mount Compatible - ILCE-6400L/B, Black",1832.0,
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,8.0,64.0,15.6,1700.0,,HD/HD+,Celeron N,WiFi 6,HP,1.0,0.9,"HP 15.6 HD Premium Chromebook, Intel Celeron N Processor 3.7GHz Turbo Speed, 8GB Ram, 64GB SSD, Ultra-Fast WiFi Up to 1700 Mbps, Chrome OS, Arctic Sliver",1833.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,,Panasonic,1.0,0.95,"Panasonic Portable AM / FM Radio, Battery Operated Analog Radio, AC Powered, Silver (RF-2400D)",1834.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,,SteelSeries,1.0,0.95,"SteelSeries New Arctis Nova 3 Multi-Platform Gaming Headset - Signature Arctis Sound - ClearCast Gen 2 Mic - PC, PS5/PS4, Xbox Series X|S, Switch, Mobile,Black",1835.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Canon,1.0,1.0,"Canon PGI-250XL Genuine Pigment Black Ink Tank, Compatible with MG6320, IP7220 & MG5420, MX922, MG5520, MG6420, MG7120, iX6820, iP8720, MG7520, MG6620, and MG5620 Printers",1836.0,
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,Wired,TP-Link,1.0,1.0,"TP-Link USB to Ethernet Adapter, Foldable USB 3.0 to 10/100/1000 Gigabit Ethernet LAN Network Adapter, Support Windows 11/10/8.1/8/7/Vista/XP for Desktop Laptop Apple MacBook Linux (UE300)",1837.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Zebra,12.0,1.0,"Zebra Pen F-301 Ballpoint Fine Point 0.7mm Stainless Steel Retractable Ballpoint 12-Pack – Easy-Glide Ink, Non-Slip Grip, Metal Clip, Refillable with F-Refill, Professional Design (27110)",1838.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,11.0,,,,,Bluetooth,ZAGG,1.0,0.9,"ZAGG Pro Keys Detachable Case and Wireless Keyboard for Apple iPad 11"" (A16)/ 10.9 10th GEN, Multi-Device Bluetooth Pairing, Backlit Keyboard, Apple Pencil Holder, 6.6ft Drop Protection, Lightweight",1839.0,
Cameras & Photography,Mainstream,New,False,Current-Gen,,,2.29,5.7,,4K/UHD (2160p),,,Insta360,1.0,0.95,"Insta360 X3-360 Action Camera with 5.7K 360 Active HDR Video, 4K Single-Lens Camera, Waterproof, FlowState Stabilization, 2.29"" Touchscreen, AI Editing, for Motorcycle, Wintersports and Vlogging",1840.0,
Peripherals & Input Devices,Mainstream,New,False,Last-Gen,,,,,,,,,APC,1.0,1.0,"APC UPS Battery Replacement, APCRBC123, for APC UPS Models BR1000G, BX1350M, BN1350G, BX1000G, BX1300G, SMT750RM2U, SMT750RM2UC, SMT750RM2UNC and select others",1841.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,1000.0,,,,Wireless,Logitech,1.0,1.0,"Logitech M317 Wireless Mouse, 2.4 GHz with USB Receiver, 1000 DPI Optical Tracking, 12 Month Battery, Compatible with PC, Mac, Laptop, Chromebook - Black",1842.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,PopSockets,1.0,0.95,"PopSockets Phone Grip for MagSafe with Kickstand, Magnetic Stand, Swappable Top, Secure Hold for iPhone MagSafe Cases, Phone & Tablet Grip - Alum Radial Gold",1843.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,Bluetooth,JBL,1.0,0.9,"JBL Live 460NC wireless on-ear Noise Cancelling headphones with 50H battery, microphone for calls, lightweight and comfortable, and Alexa Built-in (Optimized for Android), iOS compatible (Black)",1844.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,32.0,,90.0,4K/UHD (2160p),,USB-C,BenQ,1.0,0.95,"BenQ MA320U 32” 4K 3840x2160 Monitor for MacBook® Pro/Air, Dual USB-C, 90W Power Delivery, Mac Color Match, USB Hub, Brightness & Volume Control on Mac, Height & Tilt Adjustable Stand, P3 Color Gamut",1845.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,,UGREEN,2.0,1.0,"UGREEN USB 3.0 Switch 2 Computers Sharing USB C & A Devices, 4 Port USB Switcher Sharing Keyboard and Mouse, Printer/Scanner USB Switch Hub for Two Computers with 2 USB3.0 Cables and Controller",1846.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,,Onkyo,1.0,1.0,"Onkyo DXC390 6 Disc CD Changer,Black",1847.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Fujifilm,20.0,0.95,"Fujifilm Instax Mini Instant Film (10 Twin Packs, 200 Total Pictures) for Instax Cameras",1848.0,
PC Components (Core),Mainstream,New,False,Current-Gen,,10240.0,3.5,7200.0,,,,,Western Digital,1.0,0.99,"Western Digital 10TB WD Red Plus NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 GB/s, CMR, 512 MB Cache, 3.5"" - WD100EFGX",1849.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,ESR,3.0,1.0,"ESR 3 Pack for iPhone 16 Pro Max Screen Protector, [9H Hardness] [Military Grade Shatterproof] Tempered Glass Film with Flawless Fit Tray, HD Clear, Scratch Resistant",1850.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Powermax,100.0,1.0,"Powermax 100-Count Triple AAA Batteries, Ultra Long Lasting Alkaline Battery for Home and Office, 10-Year Shelf Life, Reclosable Packaging",1851.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,3.0,1.0,"HP 201X Cyan, Magenta, Yellow High-yield Toner Cartridges (3-pack) | Works with HP Color LaserJet Pro M252, HP Color LaserJet Pro MFP M277 Series | CF253XM",1852.0,
Peripherals & Input Devices,Mainstream,New,True,Current-Gen,,,,600.0,,,,,Logitech,1.0,0.95,"Logitech G703 Lightspeed Wireless Gaming Mouse W/Hero 25K Sensor, PowerPlay Compatible, Lightsync RGB, Lightweight 95G+10G Optional, 100-25, 600 DPI, Rubber Side Grips - Black",1853.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Energizer,20.0,1.0,"Energizer Alkaline Power AAA Batteries (20 Pack), Long-Lasting Triple A Batteries",1854.0,
Accessories & Consumables,Budget,New,False,Current-Gen,,,2.0,,,,,,AT&T,5.0,1.0,"AT&T Cordless Phone 5 Handset with Bluetooth, Landline Phones for Home, Answering System, Smart Call Blocker, DECT 6.0 Extended Range, 2"" Backlit Screen, Lighted Keypad with Big Buttons, BL3107-5",1855.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,1200.0,,,,Wireless,Lenovo,1.0,1.0,"Lenovo 510 Wireless Keyboard & Mouse Combo, 2.4 GHz Nano USB Receiver, Full Size, Island Key Design, Left or Right Hand, 1200 DPI Optical Mouse, GX30N81775, Black",1856.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,,,,,,,Amazon Basics,1.0,0.95,"Amazon Basics Tilt TV Wall Mount with Horizontal Post Installation Leveling for 32 to 86 inch TVs, Black",1857.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,650.0,650.0,,,,MSI,1.0,0.95,MSI MAG A650BN Gaming Power Supply - 80 Plus Bronze Certified 650W - Compact Size - ATX PSU,1858.0,
PC Components (Core),Mainstream,New,True,Current-Gen,,,,,,,,,CORSAIR,3.0,0.95,CORSAIR 4000D RS Frame Modular High Airflow Mid-Tower PC Case – 3X CORSAIR RS Fans – InfiniRail Fan Mounting System – Fits Multiple 360mm Radiators – Reverse Connector Motherboard Compatible – Black,1859.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,PowerA,1.0,1.0,PowerA Joy-Con Charging Dock for Nintendo Switch,1860.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Brady,1.0,0.9,"Brady M210 Portable Label Printer Kit (M210-KIT), Yellow/Black",1861.0,
