category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,model_used,original_title,original_row_id
Accessories,protection_case,Mainstream,New,True,Current-Gen,Belkin,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,Apple,,,,,,,,gpt-4o-mini,"Belkin Secure Holder with Wire Cable for Apple AirTag, Black",358
Accessories,excluded,Mainstream,New,False,Current-Gen,HyperX,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HyperX Wrist Rest – Tenkeyless – Cooling Gel – Memory Foam – Anti-Slip,Black",359
Peripherals & Input,mouse,Mainstream,New,True,Current-Gen,Razer,0.95,,,,,,,,,,,,,,,,,,,,,,,,18000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,Razer Orochi V2 Mobile Wireless Gaming Mouse: Ultra Lightweight - 2 Wireless Modes - Up to 950hrs Battery Life - Mechanical Mouse Switches - 5G Advanced 18K DPI Optical Sensor - White,360
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Aputure,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Aputure Amaran 300c RGB COB Video Light Bowen Mount 2,500K to 7,500K CCT with G/M Adjustment 26,580 lux @ 1m with Hyper Reflector Support APP Control",361
PC Components (Core),motherboard,Mainstream,New,False,Current-Gen,ASRock,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMD Socket AM5 Ryzen 7000 Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,ASRock B650M-HDV/M.2 Supports AMD Socket AM5 Ryzen 7000 Series Processors,362
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Razer,0.95,,,,,,,,,,,,,,,,,,,over-ear,condenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Razer BlackShark V3 X HyperSpeed Wireless Gaming Headset for PC: 50mm Drivers - Cardioid Mic - 2.4 GHz, Bluetooth, USB - Works with Mac, PS5, Nintendo Switch, Smartphone - 70 Hr Battery - Black",363
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,EPSON,1.0,,True,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WF-3520, WF-3530, WF-3540, WF-520, WF-545, WF-630, WF-633, WF-635, WF-645, WF-7010, WF-7510, WF-7520, WF-840, WF-845",,,,,,,,gpt-4o-mini,"EPSON 126 DURABrite Ultra Ink Black & Color Combo Pack For WF-3520, WF-3530, WF-3540, WF-520, WF-545, WF-630, WF-633, WF-635, WF-645, WF-7010, WF-7510, WF-7520, WF-840, WF-845 and other select models",364
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,HP,0.95,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,15.6,,,,,,,,,,,,,,,,,,,Intel i7-1255U,,,32.0,1024.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,gpt-4o-mini,"HP 15.6"" FHD Touchscreen Business Laptop, Intel i7-1255U, 32GB RAM, 1TB PCIe SSD, Intel Iris Xe Graphics, Num Pad, Webcam, Windows 11 Pro, Natural Silver, 32GB Hotface USB Card",365
Mobile Devices,tablet,Mainstream,New,True,Current-Gen,SAMSUNG,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,4.0,64.0,,,,,,,,,,Galaxy Tab A9,WiFi,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"SAMSUNG Galaxy Tab A9 (64GB, 4GB, Wi-Fi Only) 8.7"" Android Tablet, All Day Battery, Octa-core (6nm), Dual Speakers, International Model - X110 (256GB SD Bundle, Graphite)",366
Audio & Media Systems,speaker,Premium,New,True,Current-Gen,Klipsch,0.95,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Klipsch The Detroit Portable Bluetooth Speaker with Dual 1"" tweeters and 3"" woofers, IP67 dust and Waterproof Rating, 20 Hours of Playtime for a Premium Live Concert Experience",367
"Cameras, Photography & Video",security_cam,Mainstream,New,False,Current-Gen,Lorex,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi,,,,,,,,,,,,,1080p,,,4.0,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Lorex 4MP Pan & Tilt Indoor Smart Security Camera - Wireless 2K Wi-Fi Camera with Person Detection, Privacy Mode, 2-Way Talk, Smart Home Compatibility, 360° Pan/Tilt View - Free 16GB Micro SD",368
PC Components (Core),psu,Premium,New,True,Current-Gen,Seasonic,0.95,,,,,,,,,,,,1600.0,W,,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATX 3.0,,,,,Gen5,1600.0,80_Plus_Titanium,,,,,,,SSR-1600TR2,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Seasonic Prime TX-1600-1600W - 80+ Titanium - ATX 3.0 & PCIe 5.1 Ready - Full Modular - ATX Form Factor - Premium Japanese Capacitor - Nvidia RTX 30/40 Super & AMD GPU Compatible (Ref. SSR-1600TR2),369
Mobile Devices,tablet,Mainstream,Renewed/Refurbished,True,Current-Gen,Apple,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,iPad Air 2,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Apple iPad Air 2, 16 GB, Space Gray (Renewed)",370
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,Lenovo,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,FHD_1080p,OLED,,,,,,,,,,,,,,,,,Snapdragon X Plus,,,16.0,512.0,,,,,,,,,,IdeaPad 5X,,,,,,,True,,,,,,,,,,,,,gpt-4o-mini,"Lenovo IdeaPad 5X 2-in-1 Copilot+ Extra-Long Battery Life 14"" WUXGA FHD+ OLED Touch Display 16GB Memory 512GB Storage Snapdragon X Plus 8-core Processor Windows 11 Home, Pen Included, Luna Gray",371
"Office, Printing & Power",ups,Mainstream,New,False,Current-Gen,Champion Power Equipment,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Champion Power Equipment Pro Grade OSHA Compliant Power Distribution Box, 50-Amp Twist Lock Inlet, Six 120V GFCI Duplexes, One 120/240V 30A Locking Outlet, 30A and 50A RV Adapters",372
Accessories,protection_case,Mainstream,New,False,Current-Gen,Lutron,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,,,,,,,,,gpt-4o-mini,"Lutron Claro Light Switch Cover Plate, 1 Gang Wallplate, for Decorator Light Switches, Rocker Light Switch Cover, Outlet Cover, Screwless Switch Plate Cover, Satin, SC-1-SW, Snow",373
Peripherals & Input,dock_hub,Mainstream,New,False,Current-Gen,UGREEN,0.9,,,,,,,,,,,,,,,100.0,,,,,,,4K_UHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB-C,,,"Mac M1, M2, M3, M4, Steam Deck",,,,,,,100.0,gpt-4o-mini,"UGREEN Revodok Pro 9 in 1 USB C Hub Gigabit Ethernet Adapter 4K@60Hz HDMI, 100W PD Charging, USB A Data Ports, SD/TF Card Reader Compatible with Mac M1, M2, M3,M4, Steam Deck",374
PC Components (Core),motherboard,Mainstream,New,False,Current-Gen,MSI,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_7_BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core Ultra Series 2,,,,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"MSI MAG Z890 Tomahawk WiFi Gaming Motherboard (Supports Core Ultra Series 2 Intel Processors, LGA 1851, DDR5, PCIe 5.0, M.2, SATA, 5Gbps LAN, USB Type-C, Wi-Fi 7, Bluetooth 5.4, Thunderbolt 4, ATX)",375
Peripherals & Input,dock_hub,Mainstream,New,False,Current-Gen,SABRENT,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,SABRENT USB Type C SATA 2.5” & 3.5” Dual Bay Hard Drive Docking Station | Offline Cloning | Up to 5Gbps | Tool Free Installation (EC-CH2B),376
Computers & Gaming,laptop,Premium,New,True,Current-Gen,Lenovo,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,QHD_1440p,,,,,,,,,,,,,,,,,,Intel Core Ultra 7 258V,,,32.0,1024.0,,,,,,,,,,ThinkPad X1 Carbon Gen 13,,,,,,,,,,,,,,,,,,SSD,,gpt-4o-mini,"Lenovo ThinkPad X1 Carbon Gen 13 21NS000LUS 14"" Copilot+ PC Ultrabook - 2.8K - Intel Core Ultra 7 258V - Intel Evo Platform - 32 GB - 1 TB SSD - English Keyboard - Black Paint - Intel Chip - 2880 x 18",377
Peripherals & Input,keyboard,Mainstream,New,False,Current-Gen,Logitech,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,True,,,,gpt-4o-mini,Logitech K350 Keyboard - Wireless Connectivity - RF - Black - USB Interface,378
Out of Scope,excluded,Mainstream,New,False,Legacy,Performance Tool,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Performance Tool W80586 Heavy Duty Remote Starter for Car and Truck Engines with Push-Button Switch and 5-ft Wire Leads , Black",379
Peripherals & Input,excluded,Mainstream,New,True,Current-Gen,Shure,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Shure by Gator Deluxe Articulating Desktop Podcasting Mic Boom Arm with Cable Management Channel; (SH-BROADCAST1),380
Mobile Devices,smartwatch,Mainstream,New,True,Current-Gen,Samsung,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galaxy Ai Watch 7,WiFi,,40.0,,,,True,,,,,,,,,True,,,,gpt-4o-mini,"Samsung Galaxy Ai Watch 7 Latin American Specs SM-L300 (40mm) Bluetooth Wellness Tips, Heart Rate Tracking, Sleep Monitor, Fitness Tracker (Green)",381
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Highland,0.9,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Highland Sticky Notes, 1.5 x 2 Inches, Yellow, 12 Pack (6539)",382
Peripherals & Input,keyboard,Mainstream,New,False,Current-Gen,SteelSeries,0.95,,,,,,,,,,,,,,,,,,,,,,,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,,,,,,,,,gpt-4o-mini,SteelSeries New Apex 9 Mini – HotSwap Optical Mini Keyboard – 60% Compact Design – Optical Switches – RGB Customization – Aluminum Alloy Frame – Double Shot PBT Keycap,383
Audio & Media Systems,speaker,Mainstream,New,True,Current-Gen,Harman Kardon,0.95,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Harman Kardon Onyx Studio 9 - Portable Stereo Bluetooth Home Speaker with Built-in Battery and USB Charging, self-Tuning, and Multi-Speaker Connection by Auracast - Black",384
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Pyle,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Pyle Megaphone Speaker PA Bullhorn Built-in Siren - Adjustable Volume Control & 1200Yard Range - for Football, Soccer, Baseball, Hockey & Basketball Cheerleading Fans & Coaches or for Safety Drills",385
PC Components (Core),motherboard,Mainstream,New,False,Current-Gen,ASRock,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMD Ryzen 7000 Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,ASRock B650 PRO RS AMD Ryzen 7000 Series Processors Motherboard,386
"Office, Printing & Power",printer,Mainstream,New,True,Current-Gen,Canon,1.0,Inkjet,True,False,A3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,Canon imagePROGRAF PRO-1100: 17” Professional Wireless Inkjet Photo Printer,387
Out of Scope,excluded,Mainstream,New,False,Current-Gen,BAGSMART,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"BAGSMART Compression Travel Backpack, Expandable Carry On Backpack with Packing Cubes, Water Resistant Weekender Backpack Fits 17 Inch laptop, Luggage Daypack with Shoe Bag, Grey",388
Networking & Smart Home,smart_alarm,Mainstream,New,False,Current-Gen,weBoost,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drive Sleek,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"weBoost Drive Sleek - Model 470135 - Portable Signal Booster for Cars, SUVs, Trucks & Vans - 5G & 4G LTE Cellular Signal Booster for All US Carriers - Includes Booster & Antennas - FCC-Approved",389
Mobile Devices,excluded,Mainstream,New,False,Current-Gen,Ooma,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Ooma Telo VoIP Free Internet Home Phone Service and HD3 Handset. Affordable landline replacement. Unlimited nationwide calling. Call on the go with free mobile app. Can block Robocalls.,390
Computers & Gaming,mini_pc,Mainstream,New,False,Current-Gen,ASUS,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6E_AXE,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,Celeron 7305,,,4.0,128.0,DDR4,,,,,,,,,Chromebox 5a,,,,,,,,,,,,,,,,,,SSD,,gpt-4o-mini,"ASUS Chromebox 5a with Intel® Celeron® 7305 Processor, 4GB DDR4 RAM, 128GB M.2 PCIe G4x4 NVMe SSD, Quad-Display, Wi-Fi 6E & Bluetooth, Gb LAN, USB-C, Chrome OS, VESA Mount",391
Peripherals & Input,usb_flash_drive,Mainstream,New,False,Current-Gen,SanDisk,0.95,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,USB 3.0,,,,,,,,,Flash,,gpt-4o-mini,SanDisk Cruzer Ultra 16GB USB 3.0 Flash Drive SDCZ48-016G-U46 up to 100MB/s (Pack of 5),392
Peripherals & Input,excluded,Mainstream,New,False,Current-Gen,Amazon Basics,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Amazon Basics 67-Inch Monopod, Black",393
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,Lenovo,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,FHD_1080p,,,,,,,,,,,,,,,,,,i7-13620H,,,40.0,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Lenovo V14 Gen 4 Business Laptop (14"" FHD Anti-Glare, Intel 10-Core i7-13620H, 40GB RAM, 1TB SSD), Webcam with Privacy Shutter, Ethernet, Wi-Fi 6, HDMI, Bluetooth, Win 11 Pro w/ Copilot, Black",394
Audio & Media Systems,blu_ray_player,Mainstream,New,True,Current-Gen,SONY,0.9,,,,,,,,,,,,,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,,FHD_1080p,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HDMI,,,,,,,,,,,gpt-4o-mini,SONY S1700 Multi System All Region CodeFree Blu Ray Disc DVD Player - PAL/NTSC - USB - 110-240V 50/60Hz - 6 feet HDMI Cable Included,395
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,Belkin,0.9,,,,,,,,,,,,40.0,W,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,USB-C,,,"iPhone, Samsung Galaxy, Pixel, iPad, AirPods, Nintendo Switch",,,,,,,40.0,gpt-4o-mini,"Belkin Dual Port USB C Charger Block 40W, USB-C Charger Fast Charging for iPhone 16, 15, 14, 13, Pro, Pro Max, Plus, Samsung Galaxy S25, Pixel , iPad, AirPods, Nintendo Switch 2 & More - White",396
Accessories,excluded,Mainstream,New,False,Current-Gen,Insta360,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Insta360 Action Invisible Selfie Stick, Compatibility: X4, GO 3S, Ace Pro, Ace, GO 3, X3, ONE RS 1-Inch 360 Edition, ONE RS (4K/Twin), GO 2, ONE X2, ONE R, ONE X",397
Audio & Media Systems,speaker,Mainstream,New,True,Current-Gen,Marshall,0.95,,,,,,,,,,,,,,2.0,50.0,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,False,,,,,False,,,False,,,False,,,False,,,,,,,,,,,,,,,,,,,False,False,,False,,,,,,,,,True,,,,gpt-4o-mini,"Marshall Woburn III Bluetooth Wireless Speaker,Black",398
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Vic Firth,0.9,,,,,,,,,,,,,,,,,,,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Vic Firth SIH3 Stereo Isolation Headphones, 25 Decibels",399
"Office, Printing & Power",calculator,Mainstream,New,False,Current-Gen,Texas Instruments,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TI-84 Plus CE,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"TI-84 Plus CE Color Graphing Calculator, Coral (Metallic)",400
Accessories,protection_case,Mainstream,New,False,Current-Gen,Pelican,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempered_Glass,iPhone 16 Pro Max/iPhone 16 Pro,,,,,,,,gpt-4o-mini,"Pelican Camera Lens Protector w/Aluminum Rings for iPhone 16 Pro Max/iPhone 16 Pro - 9H Tempered Glass - Durable Anti-Scratch, Anti-Shatter, HD View w/Night Shoot, Case Friendly, Easy Install - Black",401
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,1.0,,False,,,,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Brother Genuine TN770 2-Pack Super High Yield Black Toner Cartridge with Approximately 4,500 Page Yield/Cartridge",402
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Pyle,0.9,,,,,,2.0,,,,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Pyle 6.5 Inch Marine Speakers (Pair) - 2-way IP-X4 Waterproof and Weather Resistant Outdoor Audio Dual Stereo Sound System with 600 Watt Power and Low Profile Design - Pyle PLMR652W (White),403
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,Acer,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,FHD_1080p,,,,,,,,,,,,,,,,,,Intel Core i3-N305,,,8.0,128.0,,,,,,,,,,Aspire Go 15,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Acer Aspire Go 15 Slim Laptop | 15.6"" Full HD IPS 1080P Display | Intel Core i3-N305| Intel UHD Graphics | 8GB LPDDR5 | 128GB HD | Wi-Fi 6 | AI PC | Windows 11 Home in S Mode | AG15-31P-3947",404
PC Components (Core),psu,Mainstream,New,True,Current-Gen,Corsair,0.95,,,,,,,,,,,,600.0,W,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12VHPWR,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Corsair Premium 600W PCIe 5.0 12VHPWR PSU Cable RMX, RMX Shift, RMe, HXi, SF and SF-L PSU's only – Requires 2X Type-4 Connectors – 12+4pin Connector – Mesh Paracord Sleeving – Black",405
Peripherals & Input,keyboard,Mainstream,New,False,Current-Gen,Lenovo,1.0,,,,,,,,,,,,,,,,,,,,,,,Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,False,,,,gpt-4o-mini,"Lenovo Preferred Pro II Wired External USB Keyboard ( 4X30M86879) Factory Sealed Retail Product For USA, black",406
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Brother Genuine P-Touch TZe White Print on Black Label Tape (TZe335), Laminated,1/2in x 26.2ft (12mm x 8m), for Select P-Touch Label Makers, Durable, Water-Resistant, Indoor/Outdoor Use",407
Accessories,cable,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,,,,,,,,,,,,,,,,,1080p,,,,,4K60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8288,DisplayPort to HDMI,,,,,,M-to-M,,,,,gpt-4o-mini,"Amazon Basics DisplayPort to HDMI Cable, Uni-Directional, 1080p, 1920x1200, 4K@60Hz, 6 ft, Gold-Plated Plug, Black",408
Peripherals & Input,trackpad,Mainstream,New,False,Current-Gen,Kensington,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"Kensington SlimBlade™ Pro Wireless Trackball, Rechargeable Battery, Bluetooth 2.4GHz Connection Options (K72080WW)",409
Accessories,cable,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8288,DisplayPort 1.2,,,,,,,,,,,gpt-4o-mini,"Amazon Basics 10-Pack DisplayPort 1.2 Cable, 21.6Gbps High-Speed, 4K@60Hz, 2K@165Hz, Gold-Plated Plugs, 6 Foot, Black",410
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,0.95,,True,,,,3.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Brother LC406XLCS, LC406XLMS, LC406XLYS 3-Color High Yield Ink Cartridge Set, LC406",411
Out of Scope,excluded,Mainstream,New,False,Legacy,Innova,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Innova 3630 Remote Starter Switch,412
"Cameras, Photography & Video",security_cam,Mainstream,New,False,Current-Gen,Lorex,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Lorex 4K Fusion DVR for Security System | 12 Channel (8 Wired + 4 Wi-Fi) | 2TB Local Storage | Smart Motion Detection | Active Deterrence | No Monthly Fees | Voice Control | Expandable to 16TB,413
