category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,original_title,case_keyboard,product_rating,is_best_seller,is_sponsored,buy_box_availability,sustainability_tags,has_coupon,discount_percentage,log_original_price,log_purchased_last_month,log_total_reviews,brand_subtype,image_url,product_url
Audio & Media Systems,earbuds,Mainstream,New,False,Current-Gen,Skullcandy,0.95,,,,,,,,,,,,,,,,,,,in-ear,dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB-C,,,"iPhone, Android",,,M-to-M,False,,,,"Skullcandy Jib USB-C Wired Earbuds with Noise Isolating Fit, Built-in Microphone Call and Track Control for iPhone Android, Ear Gel Sizes Included for Custom Fit - True Black",False,4.4,No Badge,Organic,1,0,0,0.0,2.63834278867739,6.90875477931522,4.290459441148391,Skullcandy_earbuds,https://m.media-amazon.com/images/I/51fC+iq47sL._AC_UL320_.jpg,/Skullcandy-Earbuds-Isolating-Microphone-Included/dp/B0DWCMP1ZV/ref=sr_1_3350?dib=eyJ2IjoiMSJ9.0TuSSfN-ry5DkTRGCMEM-Tt41mqMoJOHLkK6z-BkHqov9Y22Pfsu3ofuuCac65LaL33pTW13nrvTC17w2HMvnE7X7L6fIethz5iMNDSB9VZmd9JQQLd0qaUyZB5l_88Rl3DmBdiz5IetyVyTnyleavcYeVRght0N2i9zWc5baK0gZo0KzNkjD1Ya7py3YP4so9c_WywMSLiCNm15K_Dx7qHL2u1BISFZefCO2CLLsQ_NwIivJz1IS1YcQymR_qBhqjb1Es3g8Z7NhtXb9Y9BFzPIDyMBUcEFgo_uqai4l38.DVjsijgVuqoJKcsa9Z_jlBrSIsL9mWLV4QaPCjWkBIY&dib_tag=se&qid=1755801815&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3350
Accessories,protection_case,Mainstream,New,False,Current-Gen,Amazon Basics,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amazon Basics Rolling Laptop Case, 15.6 in, Black",False,4.6,No Badge,Organic,1,0,0,0.14,4.119037174812473,6.2166061010848646,9.374837343857584,Amazon Basics_protection_case,https://m.media-amazon.com/images/I/81e-8Or4d7L._AC_UL320_.jpg,/AmazonBasics-Rolling-Laptop-Computer-Wheels/dp/B00VIM9VQ8/ref=sr_1_3344?dib=eyJ2IjoiMSJ9.0TuSSfN-ry5DkTRGCMEM-Tt41mqMoJOHLkK6z-BkHqov9Y22Pfsu3ofuuCac65LaL33pTW13nrvTC17w2HMvnE7X7L6fIethz5iMNDSB9VZmd9JQQLd0qaUyZB5l_88Rl3DmBdiz5IetyVyTnyleavcYeVRght0N2i9zWc5baK0gZo0KzNkjD1Ya7py3YP4so9c_WywMSLiCNm15K_Dx7qHL2u1BISFZefCO2CLLsQ_NwIivJz1IS1YcQymR_qBhqjb1Es3g8Z7NhtXb9Y9BFzPIDyMBUcEFgo_uqai4l38.DVjsijgVuqoJKcsa9Z_jlBrSIsL9mWLV4QaPCjWkBIY&dib_tag=se&qid=1755801815&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3344
Audio & Media Systems,receiver,Mainstream,New,False,Current-Gen,Pyle,0.95,,,,,,,,,,,,,,2.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,Pyle 200W Stereo Power Amplifier with Bluetooth - Dual Channel Audio Receiver - LED Display - RCA - USB - SD - MIC IN - FM Radio - AUX Input - Perfect for Home & Computer Audio - PDA29BU.5,False,4.2,No Badge,Organic,1,0,0,0.33,3.970103216504671,6.90875477931522,8.14757773620177,Pyle_receiver,https://m.media-amazon.com/images/I/71mn2eCq36L._AC_UL320_.jpg,/Pyle-Wireless-Bluetooth-Stereo-Amplifier/dp/B08W5BN4FK/ref=sr_1_3385?dib=eyJ2IjoiMSJ9.QaGMlAGwQqsEbikOSEM5cECw74awoysPJgx__juPvGltUN623NPInfEfRmpzG9ehVLe_wK5Fd64-9VToGbixMJl3qRg7wD0pWvcfC8R9dFYI4hCLfP29JOSwWA7UGbKAHefK9jbtW82kQtruewaVwHYy8TDCGafLpBhcoA_NKCV626o9qqupt61g2zIBhnRkwZSRM-JfOhraSGzVA4KMhnINmFLBFg3D9Bcuq5vt2ZWwx_QpB8lWLxfEWH0QsAYr0VeoxJC8AZXN3U85xh-hliyi7-ZiRppXtkEoZ9Kd2To.DK0K_ekDxfSfbO3vEo4oGrUdF_xF63c7lhjwfuAyqP0&dib_tag=se&qid=1755801828&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3385
Displays & Mounting,monitor,Mainstream,New,False,Current-Gen,ASUS,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,FHD_1080p,LCD,75.0,,wall,Tilt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,VA329HE,,,,,,,,,,,,,,,,,,,,"ASUS 32 Inch 1080P Monitor (VA329HE) - Full HD, IPS, 75Hz, Adaptive-Sync, Eye Care, Low Blue Light, Flicker Free, HDMI, VGA, Wall Mountable, Tilt Adjustable, Black",False,4.4,No Badge,Organic,1,0,0,0.0,5.141605075260502,5.993961427306569,6.914730892718563,ASUS_monitor,https://m.media-amazon.com/images/I/71xHCDt2MAL._AC_UL320_.jpg,/ASUS-VA329HE/dp/B09XJN7QF9/ref=sr_1_3383?dib=eyJ2IjoiMSJ9.QaGMlAGwQqsEbikOSEM5cECw74awoysPJgx__juPvGltUN623NPInfEfRmpzG9ehVLe_wK5Fd64-9VToGbixMJl3qRg7wD0pWvcfC8R9dFYI4hCLfP29JOSwWA7UGbKAHefK9jbtW82kQtruewaVwHYy8TDCGafLpBhcoA_NKCV626o9qqupt61g2zIBhnRkwZSRM-JfOhraSGzVA4KMhnINmFLBFg3D9Bcuq5vt2ZWwx_QpB8lWLxfEWH0QsAYr0VeoxJC8AZXN3U85xh-hliyi7-ZiRppXtkEoZ9Kd2To.DK0K_ekDxfSfbO3vEo4oGrUdF_xF63c7lhjwfuAyqP0&dib_tag=se&qid=1755801828&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3383
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Turtle Beach,0.95,,,,,,,,,,,,,,2.0,,,,,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,3.5mm,,,,,,,False,,,,"Turtle Beach Recon 200 Gen 2 Powered Gaming Headset - Xbox Series X, Xbox Series S & Xbox One, PS5, PS4, Mobile & PC with 3.5mm - Bass Boost, Memory Foam, Black",False,4.4,No Badge,Organic,0,0,0,0.0,4.080583646972063,6.68586094706836,8.47782846789396,Turtle Beach_headphones,https://m.media-amazon.com/images/I/718MKWWcXRL._AC_UL320_.jpg,/Powered-Headset-PlayStation-Nintendo-connection-x/dp/B099M8312J/ref=sr_1_3384?dib=eyJ2IjoiMSJ9.QaGMlAGwQqsEbikOSEM5cECw74awoysPJgx__juPvGltUN623NPInfEfRmpzG9ehVLe_wK5Fd64-9VToGbixMJl3qRg7wD0pWvcfC8R9dFYI4hCLfP29JOSwWA7UGbKAHefK9jbtW82kQtruewaVwHYy8TDCGafLpBhcoA_NKCV626o9qqupt61g2zIBhnRkwZSRM-JfOhraSGzVA4KMhnINmFLBFg3D9Bcuq5vt2ZWwx_QpB8lWLxfEWH0QsAYr0VeoxJC8AZXN3U85xh-hliyi7-ZiRppXtkEoZ9Kd2To.DK0K_ekDxfSfbO3vEo4oGrUdF_xF63c7lhjwfuAyqP0&dib_tag=se&qid=1755801828&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3384
PC Components (Core),ssd_internal,Mainstream,New,False,Current-Gen,Kingston,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A400,,,,960.0,Gen3,,,,,,,,,SA400S37/960G,,,,,,,,,SATA3,,,,,,,,,SSD,,"Kingston 960GB A400 SATA3 2.5"" Internal SSD SA400S37/960G - HDD Replacement for Increase Performance",False,4.7,No Badge,Organic,1,0,0,0.17,4.262539022051294,6.2166061010848646,12.20406563282691,Kingston_ssd_internal,https://m.media-amazon.com/images/I/81+9rUcRVTL._AC_UL320_.jpg,/Kingston-960GB-Solid-SA400S37-960G/dp/B079XC5PVV/ref=sr_1_3379?dib=eyJ2IjoiMSJ9.QaGMlAGwQqsEbikOSEM5cECw74awoysPJgx__juPvGltUN623NPInfEfRmpzG9ehVLe_wK5Fd64-9VToGbixMJl3qRg7wD0pWvcfC8R9dFYI4hCLfP29JOSwWA7UGbKAHefK9jbtW82kQtruewaVwHYy8TDCGafLpBhcoA_NKCV626o9qqupt61g2zIBhnRkwZSRM-JfOhraSGzVA4KMhnINmFLBFg3D9Bcuq5vt2ZWwx_QpB8lWLxfEWH0QsAYr0VeoxJC8AZXN3U85xh-hliyi7-ZiRppXtkEoZ9Kd2To.DK0K_ekDxfSfbO3vEo4oGrUdF_xF63c7lhjwfuAyqP0&dib_tag=se&qid=1755801828&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3379
"Cameras, Photography & Video",digital_camera,Mainstream,New,True,Current-Gen,Canon,0.95,,,,,,,,,,,,,,,,,,,,,,4K_UHD,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro-Four-Thirds,4K,,,,,,,,,,,,,,,,,,,,,,PowerShot V1,,,,,,,,,,,,,,,,,,,,"Canon PowerShot V1, Hybrid Camera, Built-in Ultra-Wide-Angle Zoom Lens, 4K Video, Vlogging, Live Streaming, Content Creation, Compact Design",False,4.3,No Badge,Organic,1,0,0,0.0,6.887552571664617,4.61512051684126,2.772588722239781,Canon_digital_camera,https://m.media-amazon.com/images/I/71wyyHCv1FL._AC_UL320_.jpg,/Canon-PowerShot-Ultra-Wide-Angle-Vlogging-Streaming/dp/B0F252G9JG/ref=sr_1_3388?dib=eyJ2IjoiMSJ9.QaGMlAGwQqsEbikOSEM5cECw74awoysPJgx__juPvGltUN623NPInfEfRmpzG9ehVLe_wK5Fd64-9VToGbixMJl3qRg7wD0pWvcfC8R9dFYI4hCLfP29JOSwWA7UGbKAHefK9jbtW82kQtruewaVwHYy8TDCGafLpBhcoA_NKCV626o9qqupt61g2zIBhnRkwZSRM-JfOhraSGzVA4KMhnINmFLBFg3D9Bcuq5vt2ZWwx_QpB8lWLxfEWH0QsAYr0VeoxJC8AZXN3U85xh-hliyi7-ZiRppXtkEoZ9Kd2To.DK0K_ekDxfSfbO3vEo4oGrUdF_xF63c7lhjwfuAyqP0&dib_tag=se&qid=1755801828&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3388
Mobile Devices,smartwatch,Premium,New,True,Current-Gen,Apple,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Watch Ultra 2,LTE/4G,,49.0,,,,,,,,,,,,,,,,,"Apple Watch Ultra 2 [GPS + Cellular 49mm] Smartwatch, Sport Watch with Black Titanium Case with Black Ocean Band. Fitness Tracker, Precision GPS, Action Button, Extra-Long Battery Life",False,4.6,No Badge,Organic,0,0,0,0.0,6.511700752128134,4.61512051684126,5.6937321388027,Apple_smartwatch,https://m.media-amazon.com/images/I/71SKOyjXoUL._AC_UL320_.jpg,/Apple-Cellular-Smartwatch-Precision-Extra-Long/dp/B0DGHRFYMM/ref=sr_1_3389?dib=eyJ2IjoiMSJ9.QaGMlAGwQqsEbikOSEM5cECw74awoysPJgx__juPvGltUN623NPInfEfRmpzG9ehVLe_wK5Fd64-9VToGbixMJl3qRg7wD0pWvcfC8R9dFYI4hCLfP29JOSwWA7UGbKAHefK9jbtW82kQtruewaVwHYy8TDCGafLpBhcoA_NKCV626o9qqupt61g2zIBhnRkwZSRM-JfOhraSGzVA4KMhnINmFLBFg3D9Bcuq5vt2ZWwx_QpB8lWLxfEWH0QsAYr0VeoxJC8AZXN3U85xh-hliyi7-ZiRppXtkEoZ9Kd2To.DK0K_ekDxfSfbO3vEo4oGrUdF_xF63c7lhjwfuAyqP0&dib_tag=se&qid=1755801828&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3389
Audio & Media Systems,microphone,Mainstream,New,False,Current-Gen,NEEWER,0.9,,,,,,,,,,,,,,,,,,,,lavalier,48KHz 16 Bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,NEEWER CM28 Wireless Lavalier Microphone System with Charging Case Noise Canceling 4GB Storage 9Hrs Recording 48KHz 16 Bit Uncompressed Audio Lapel Mic Compatible with iPhone iPad Android PC Camera,False,4.6,No Badge,Organic,1,1,0,0.15,4.867534450455582,6.2166061010848646,7.150701457592526,NEEWER_microphone,https://m.media-amazon.com/images/I/61KMArUSd2L._AC_UL320_.jpg,/Wireless-Microphone-Canceling-Uncompressed-Compatible/dp/B0CF2CPLQQ/ref=sr_1_3365?dib=eyJ2IjoiMSJ9.QaGMlAGwQqsEbikOSEM5cECw74awoysPJgx__juPvGltUN623NPInfEfRmpzG9ehVLe_wK5Fd64-9VToGbixMJl3qRg7wD0pWvcfC8R9dFYI4hCLfP29JOSwWA7UGbKAHefK9jbtW82kQtruewaVwHYy8TDCGafLpBhcoA_NKCV626o9qqupt61g2zIBhnRkwZSRM-JfOhraSGzVA4KMhnINmFLBFg3D9Bcuq5vt2ZWwx_QpB8lWLxfEWH0QsAYr0VeoxJC8AZXN3U85xh-hliyi7-ZiRppXtkEoZ9Kd2To.DK0K_ekDxfSfbO3vEo4oGrUdF_xF63c7lhjwfuAyqP0&dib_tag=se&qid=1755801828&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3365
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Epson,0.95,,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Workforce WF-2960, Expression XP-5200",,,,,,,,"Epson 222 Claria Ink Standard Capacity Black Cartridge (T222120-S) Works with Workforce WF-2960, Expression XP-5200",False,4.4,No Badge,Organic,1,0,0,0.0,3.1350593387750902,6.90875477931522,6.361302477572996,Epson_toner_ink,https://m.media-amazon.com/images/I/61XHcf-XKzL._AC_UL320_.jpg,/Epson-Black-Cartridge-Standard-Capacity/dp/B0B485JZ5W/ref=sr_1_3366?dib=eyJ2IjoiMSJ9.QaGMlAGwQqsEbikOSEM5cECw74awoysPJgx__juPvGltUN623NPInfEfRmpzG9ehVLe_wK5Fd64-9VToGbixMJl3qRg7wD0pWvcfC8R9dFYI4hCLfP29JOSwWA7UGbKAHefK9jbtW82kQtruewaVwHYy8TDCGafLpBhcoA_NKCV626o9qqupt61g2zIBhnRkwZSRM-JfOhraSGzVA4KMhnINmFLBFg3D9Bcuq5vt2ZWwx_QpB8lWLxfEWH0QsAYr0VeoxJC8AZXN3U85xh-hliyi7-ZiRppXtkEoZ9Kd2To.DK0K_ekDxfSfbO3vEo4oGrUdF_xF63c7lhjwfuAyqP0&dib_tag=se&qid=1755801828&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3366
Accessories,adapter,Mainstream,New,False,Current-Gen,SABRENT,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,,,,,SABRENT USB External Stereo Sound Adapter for Windows and Mac. Plug and Play No Drivers Needed. (AU-MMSA),False,4.3,Best Seller,Organic,1,0,1,0.0,2.301584592660462,6.90875477931522,10.580225840562024,SABRENT_adapter,https://m.media-amazon.com/images/I/615tpEKOL6L._AC_UL320_.jpg,/Sabrent-External-Adapter-Windows-AU-MMSA/dp/B00IRVQ0F8/ref=sr_1_3367?dib=eyJ2IjoiMSJ9.QaGMlAGwQqsEbikOSEM5cECw74awoysPJgx__juPvGltUN623NPInfEfRmpzG9ehVLe_wK5Fd64-9VToGbixMJl3qRg7wD0pWvcfC8R9dFYI4hCLfP29JOSwWA7UGbKAHefK9jbtW82kQtruewaVwHYy8TDCGafLpBhcoA_NKCV626o9qqupt61g2zIBhnRkwZSRM-JfOhraSGzVA4KMhnINmFLBFg3D9Bcuq5vt2ZWwx_QpB8lWLxfEWH0QsAYr0VeoxJC8AZXN3U85xh-hliyi7-ZiRppXtkEoZ9Kd2To.DK0K_ekDxfSfbO3vEo4oGrUdF_xF63c7lhjwfuAyqP0&dib_tag=se&qid=1755801828&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3367
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,HP,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,,,,,,,,,,,,,,,,,,,Intel Core i5,,,32.0,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HP 15.6"" FHD Business & Student Laptop Computer, 32GB RAM 1TB SSD, 10-Core Intel Core i5, Windows 11 Pro Laptop with Microsoft Office Home & Business Included, PLUSERA Earphones, Silver",False,4.4,No Badge,Organic,0,0,0,0.0,6.5235476217538855,5.303304908059076,5.43372200355424,HP_laptop,https://m.media-amazon.com/images/I/71t6Nx59clL._AC_UL320_.jpg,/HP-Business-Computer-Microsoft-Earphones/dp/B0DQ997GB5/ref=sr_1_3370?dib=eyJ2IjoiMSJ9.QaGMlAGwQqsEbikOSEM5cECw74awoysPJgx__juPvGltUN623NPInfEfRmpzG9ehVLe_wK5Fd64-9VToGbixMJl3qRg7wD0pWvcfC8R9dFYI4hCLfP29JOSwWA7UGbKAHefK9jbtW82kQtruewaVwHYy8TDCGafLpBhcoA_NKCV626o9qqupt61g2zIBhnRkwZSRM-JfOhraSGzVA4KMhnINmFLBFg3D9Bcuq5vt2ZWwx_QpB8lWLxfEWH0QsAYr0VeoxJC8AZXN3U85xh-hliyi7-ZiRppXtkEoZ9Kd2To.DK0K_ekDxfSfbO3vEo4oGrUdF_xF63c7lhjwfuAyqP0&dib_tag=se&qid=1755801828&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3370
PC Components (Core),gpu,Mainstream,New,True,Current-Gen,ASUS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5070,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ASUS The SFF-Ready Prime GeForce RTX™ 5070 12GB GDDR7 White OC Edition Graphics Card (PCIe® 5.0, 12GB GDDR7, HDMI®/DP 2.1, 2.5-Slot, Axial-tech Fans, Dual BIOS)",False,5.0,No Badge,Organic,1,0,0,0.0,6.566658365006723,4.61512051684126,2.19722457733622,ASUS_gpu,https://m.media-amazon.com/images/I/81GLS28VqWL._AC_UL320_.jpg,/ASUS-SFF-Ready-Graphics-2-5-Slot-Axial-tech/dp/B0FFKWFMYM/ref=sr_1_3371?dib=eyJ2IjoiMSJ9.QaGMlAGwQqsEbikOSEM5cECw74awoysPJgx__juPvGltUN623NPInfEfRmpzG9ehVLe_wK5Fd64-9VToGbixMJl3qRg7wD0pWvcfC8R9dFYI4hCLfP29JOSwWA7UGbKAHefK9jbtW82kQtruewaVwHYy8TDCGafLpBhcoA_NKCV626o9qqupt61g2zIBhnRkwZSRM-JfOhraSGzVA4KMhnINmFLBFg3D9Bcuq5vt2ZWwx_QpB8lWLxfEWH0QsAYr0VeoxJC8AZXN3U85xh-hliyi7-ZiRppXtkEoZ9Kd2To.DK0K_ekDxfSfbO3vEo4oGrUdF_xF63c7lhjwfuAyqP0&dib_tag=se&qid=1755801828&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3371
Peripherals & Input,mouse,Mainstream,New,False,Current-Gen,HyperX,0.95,,,,,,,,,,,,,,,,,,,,,,,Optical,16000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,"HyperX Pulsefire Haste – Wireless Gaming Mouse – Ultra Lightweight, 61g, 100 Hour Battery Life, 2.4Ghz Wireless, Honeycomb Shell, Hex Design, Up to 16000 DPI, 6 Programmable Buttons – Black, 4P5D7AA",False,4.5,No Badge,Organic,0,0,0,0.0,3.93963817246112,6.2166061010848646,9.266909723464076,HyperX_mouse,https://m.media-amazon.com/images/I/61EZQh0-TZL._AC_UL320_.jpg,/HyperX-Pulsefire-Haste-Lightweight-Programmable/dp/B09TLCRGMN/ref=sr_1_3372?dib=eyJ2IjoiMSJ9.QaGMlAGwQqsEbikOSEM5cECw74awoysPJgx__juPvGltUN623NPInfEfRmpzG9ehVLe_wK5Fd64-9VToGbixMJl3qRg7wD0pWvcfC8R9dFYI4hCLfP29JOSwWA7UGbKAHefK9jbtW82kQtruewaVwHYy8TDCGafLpBhcoA_NKCV626o9qqupt61g2zIBhnRkwZSRM-JfOhraSGzVA4KMhnINmFLBFg3D9Bcuq5vt2ZWwx_QpB8lWLxfEWH0QsAYr0VeoxJC8AZXN3U85xh-hliyi7-ZiRppXtkEoZ9Kd2To.DK0K_ekDxfSfbO3vEo4oGrUdF_xF63c7lhjwfuAyqP0&dib_tag=se&qid=1755801828&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3372
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,HP,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,FHD_1080p,,144.0,,,,,,,,,,,,,,,,Intel Core i5-13420H + NVIDIA GeForce RTX 4050,6.0,,16.0,512.0,DDR4,,,,,True,,,,Victus,,,,,,,,,,,,,,,,,,,,HP Victus 15.6 inch FHD 144Hz Gaming Laptop Intel Core i5-13420H NVIDIA GeForce RTX 4050 6GB - 16GB DDR4 512GB SSD Mica Silver (2024),False,4.6,No Badge,Organic,0,0,0,0.0,6.617402977974478,5.303304908059076,4.859812404361672,HP_laptop,https://m.media-amazon.com/images/I/81obPsMhewL._AC_UL320_.jpg,/HP-Victus-Gaming-i5-13420H-GeForce/dp/B0DN5RWNNC/ref=sr_1_3373?dib=eyJ2IjoiMSJ9.QaGMlAGwQqsEbikOSEM5cECw74awoysPJgx__juPvGltUN623NPInfEfRmpzG9ehVLe_wK5Fd64-9VToGbixMJl3qRg7wD0pWvcfC8R9dFYI4hCLfP29JOSwWA7UGbKAHefK9jbtW82kQtruewaVwHYy8TDCGafLpBhcoA_NKCV626o9qqupt61g2zIBhnRkwZSRM-JfOhraSGzVA4KMhnINmFLBFg3D9Bcuq5vt2ZWwx_QpB8lWLxfEWH0QsAYr0VeoxJC8AZXN3U85xh-hliyi7-ZiRppXtkEoZ9Kd2To.DK0K_ekDxfSfbO3vEo4oGrUdF_xF63c7lhjwfuAyqP0&dib_tag=se&qid=1755801828&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3373
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Scotch,0.9,,,,A4,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotch Thermal Laminating Pouches, 8.9 x 14.4-Inches, Legal Size, 20-Pack (TP3855-20)",False,4.8,No Badge,Organic,1,0,0,0.22,2.6239436918052106,6.90875477931522,7.768533300926033,Scotch_toner_ink,https://m.media-amazon.com/images/I/61WmtsjQygL._AC_UL320_.jpg,/Scotch-Thermal-Laminating-14-4-Inches-TP3855-20/dp/B004ZDL0M0/ref=sr_1_3375?dib=eyJ2IjoiMSJ9.QaGMlAGwQqsEbikOSEM5cECw74awoysPJgx__juPvGltUN623NPInfEfRmpzG9ehVLe_wK5Fd64-9VToGbixMJl3qRg7wD0pWvcfC8R9dFYI4hCLfP29JOSwWA7UGbKAHefK9jbtW82kQtruewaVwHYy8TDCGafLpBhcoA_NKCV626o9qqupt61g2zIBhnRkwZSRM-JfOhraSGzVA4KMhnINmFLBFg3D9Bcuq5vt2ZWwx_QpB8lWLxfEWH0QsAYr0VeoxJC8AZXN3U85xh-hliyi7-ZiRppXtkEoZ9Kd2To.DK0K_ekDxfSfbO3vEo4oGrUdF_xF63c7lhjwfuAyqP0&dib_tag=se&qid=1755801828&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3375
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,0.95,,True,,,,3.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brother Genuine LC30373PKS, 3-Pack Super High-Yield Color INKvestment Tank Ink Cartridges, Includes 1 Cartridge Each of Cyan, Magenta and Yellow Ink, Page Yield Up to 1,500 Pages/Cartridge, LC3037",False,4.6,No Badge,Organic,1,0,0,0.0,4.331391018705302,6.55250788703459,7.700295203420117,Brother_toner_ink,https://m.media-amazon.com/images/I/71F9fUgIwML._AC_UL320_.jpg,/Brother-LC30373PKS-High-Yield-INKvestment-Cartridges/dp/B07GC6DLKZ/ref=sr_1_3400?dib=eyJ2IjoiMSJ9.H_b2vDA0Ukp0BTg_LO7hEv9TFvRKv7KsM-LY4BjsZBlJDENAgb_N9WpyAlbEVgiBiknABSabYTk9svM4FBD3WQxUNOqRYSZgb-mQAOc3w5G1y_4XfFDKfT4-BGz-StPIOWnUsg0mvNH9hTlW_8XCa1q9bzGgw8_LRfzmlrsbBccjZcuAomJ5zy4Obt3M4zd39Tqu9o18fVGb63UdHK8QXU3PV3zKgKz72wR8xt2E4ykpNEMXE6H8Z7QLFMUVq6QGyVkDXrTVgnFnMileP1XicvmXNIIGeZcwZ6nAIC86JIw.k6chG0O9FcBGM9OckMCTdktFn1KXahZfTRt14jo9hug&dib_tag=se&qid=1755801840&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-3400
