category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,case_keyboard,product_rating,is_best_seller,is_sponsored,buy_box_availability,sustainability_tags,has_coupon,discount_percentage,log_original_price,log_purchased_last_month,log_total_reviews,brand_subtype
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,1.0,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.0,5.732985226464296,6.803505257608338,6.478509642208569,HP_toner_ink
Networking & Smart Home,mesh_system,Mainstream,New,True,Cutting-Edge,NETGEAR,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_7_BE,AX27000,3.0,Quad-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.2,No Badge,Organic,0,0,0,0.0,7.291124732816055,5.993961427306569,8.228710798793687,NETGEAR_mesh_system
Peripherals & Input,dock_hub,Mainstream,New,True,Current-Gen,Dell,0.95,,,,,,,,,,,,180.0,W,,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB-C,,,,,,,,,,,False,4.1,No Badge,Organic,1,0,0,0.0,5.293053536872938,6.2166061010848646,6.71901315438526,Dell_dock_hub
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,Belkin,0.95,,,,,,,,,,,,10.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qi,,,"Apple, Samsung, Google",,,,True,,,10.0,False,4.0,No Badge,Organic,1,0,0,0.0,2.768831673362069,8.294299608857235,8.933004591578547,Belkin_charger
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Jabra,0.95,,,,,,,,,,,,,,,,,,,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.2,No Badge,Organic,1,1,0,0.0,5.2467608796336345,6.2166061010848646,8.134760782418645,Jabra_headphones
Audio & Media Systems,earbuds,Mainstream,New,True,Current-Gen,Apple,0.95,,,,,,,,,,,,,,,,,,True,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.7,No Badge,Organic,0,0,0,0.0,5.41898512627301,6.90875477931522,10.204850612043773,Apple_earbuds
Peripherals & Input,external_drive,Mainstream,New,False,Legacy,PNY,0.95,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flash,,False,4.6,No Badge,Organic,1,0,0,0.0,3.58324112209094,7.601402334583733,6.2422232654551655,PNY_external_drive
PC Components (Core),gpu,Premium,New,True,Current-Gen,MSI,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5090,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.2,No Badge,Organic,0,0,0,0.0,7.824441932468986,5.303304908059076,3.091042453358316,MSI_gpu
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,Canon,0.95,Inkjet,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,3.0440461338325417,8.006700845440367,8.460199469896118,Canon_toner_ink
Displays & Mounting,monitor,Premium,New,True,Current-Gen,SAMSUNG,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LS49CG954ENXZA,,,,,,,,,,,,,,,,,,,,False,4.1,No Badge,Organic,0,0,0,0.0,6.537937198320115,6.2166061010848646,6.218600119691729,SAMSUNG_monitor
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,0.95,Inkjet,True,False,A4,,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,4.583844399273339,6.90875477931522,6.159095388491933,HP_toner_ink
PC Components (Core),ram,Mainstream,New,True,Current-Gen,CORSAIR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDR4,,,16.0,,DDR4,,,,,,,,,VENGEANCE LPX,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.0,4.5107496103686,7.601402334583733,11.022359880211598,CORSAIR_ram
Audio & Media Systems,earbuds,Mainstream,New,True,Current-Gen,SAMSUNG,0.95,,,,,,,,,,,,,,,,,,True,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.5,No Badge,Organic,1,0,0,0.32,5.442374419541463,6.90875477931522,9.27977314669152,SAMSUNG_earbuds
Displays & Mounting,mount_wall,Mainstream,New,False,Current-Gen,Mounting Dream,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,Full-Motion,1.0,45.36,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Sponsored,0,0,0,0.32,4.2310583855379225,8.006700845440367,9.274347501950476,Mounting Dream_mount_wall
Peripherals & Input,mouse,Mainstream,New,True,Current-Gen,Razer,0.95,,,,,,,,,,,,,,,,,,,,,,,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,False,4.4,No Badge,Organic,1,1,0,0.0,4.248495242049359,8.006700845440367,7.111512116496157,Razer_mouse
Accessories,screen_protector,Mainstream,New,False,Current-Gen,LISEN,0.9,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.3,Best Seller,Organic,0,0,1,0.4,3.2573270112424533,8.699681400989514,6.432940092739179,LISEN_screen_protector
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,Amazon Basics,0.9,,,,,,,,,,,,15.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,"iPhone, Samsung",,,M-to-F,True,,,15.0,False,4.2,No Badge,Organic,1,0,0,0.0,2.7555697170701863,8.294299608857235,8.556990661290303,Amazon Basics_charger
Accessories,adapter,Mainstream,New,False,Current-Gen,TP-Link,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_5_AC,,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,True,,,,False,4.4,No Badge,Organic,1,0,1,0.0,3.0440461338325417,8.294299608857235,6.3080984415095305,TP-Link_adapter
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,Epson,0.95,Inkjet,True,True,Wide-Format/Plotter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.3,No Badge,Organic,0,1,0,0.0,6.0867747269123065,6.68586094706836,7.656337166430183,Epson_printer
"Cameras, Photography & Video",drone,Mainstream,New,True,Current-Gen,DJI,0.95,,,,,,1.0,,,,,,,,,,,,,,,,4K_UHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,4K,,,,,,,,,,,,,,,,,,,,,,Avata 2,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,1,0,0,0.0,6.907755278982137,5.707110264748875,7.310550158534422,DJI_drone
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,0,0,0,0.0,4.851170519445229,6.90875477931522,7.639642287858013,HP_toner_ink
Accessories,stylus,Mainstream,New,True,Current-Gen,Apple,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,iPad,,,,,,,,False,4.6,No Badge,Organic,0,0,0,0.0,4.855539723555893,8.006700845440367,5.799092654460526,Apple_stylus
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,HP,0.95,Inkjet,True,True,A4,15.0,2.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,Smart Tank 6001,,,,,,,,,,,,,,,,True,,,,False,3.8,No Badge,Organic,0,0,0,0.0,5.319540552999562,6.803505257608338,7.881182202227102,HP_printer
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,1,0,0,0.0,2.5847519847577165,8.517393171418904,10.366435096057655,Amazon Basics_charger
Computers & Gaming,laptop,Premium,New,True,Current-Gen,ASUS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,QHD_1440p,OLED,120.0,,,,,,,,,,,,,,,,Intel Core Ultra 9 285H,,,32.0,1024.0,,,,,,True,,,,Zenbook DUO UX8406CA-PS99T,,,,,,,True,,,,,,,,,,,,,False,4.5,No Badge,Organic,1,0,0,0.0,7.4960917926896915,5.707110264748875,4.727387818712341,ASUS_laptop
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,0.95,,True,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,0,0,0,0.0,4.246922577489038,7.601402334583733,9.54029139160713,HP_toner_ink
Networking & Smart Home,smart_sensor,Mainstream,New,False,Current-Gen,SimpliSafe,0.95,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Battery,WiFi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.0,3.931629535067065,7.601402334583733,8.069342366811636,SimpliSafe_smart_sensor
Mobile Devices,smartwatch,Mainstream,New,True,Current-Gen,Garmin,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venu® Sq 2,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,1,0,0,0.24,5.525413097700675,6.90875477931522,7.509335266016592,Garmin_smartwatch
Mobile Devices,tablet,Mainstream,New,False,Current-Gen,Lenovo,0.95,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,11.0,FHD_1080p,,,,,,,,,,,,,,,,,,,,,4.0,64.0,,,,,,,,,,Tab M11,,True,,,,,True,,,,,,,,,,,,,False,4.4,No Badge,Organic,1,0,0,0.06,5.17042717524212,6.90875477931522,5.961005339623274,Lenovo_tablet
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,Duracell,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.13,3.5435646229490776,8.006700845440367,11.011472447450902,Duracell_charger
Networking & Smart Home,smart_tag,Mainstream,New,False,Current-Gen,Tile,0.95,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.4,No Badge,Organic,1,0,0,0.29,3.58324112209094,8.006700845440367,7.56164174558878,Tile_smart_tag
"Office, Printing & Power",battery,Mainstream,New,True,Current-Gen,Panasonic,0.95,,,,,,10.0,,,,,,2100.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.39,3.49620448524049,8.294299608857235,6.489204931325317,Panasonic_battery
Networking & Smart Home,access_point,Mainstream,New,False,Current-Gen,TP-Link,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6_AX,AX1800,,Dual-Band,True,,Wired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,1,0,0,0.1,4.6150215020384655,6.90875477931522,7.362645270417825,TP-Link_access_point
"Cameras, Photography & Video",lens,Mainstream,New,False,Current-Gen,Canon,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full-Frame,,,Canon_RF,,,Prime,1.8,,,,,,,,,,,,,,,,RF50mm F1.8 STM,,,,,,,,,,,,EOS R Series,,,,,,,,False,4.7,Best Seller,Organic,0,0,0,0.0,5.351952915713946,6.90875477931522,7.922623574217286,Canon_lens
"Office, Printing & Power",charger,Mainstream,New,True,Current-Gen,Anker,0.95,,,,,,,,,,,,60.0,W,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,0,1,0,0.0,3.433664571799657,8.006700845440367,10.193092774549758,Anker_charger
"Office, Printing & Power",printer_media,Mainstream,New,False,Current-Gen,Avery,0.95,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.12,2.9047128751668225,8.294299608857235,9.045229851912582,Avery_printer_media
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,1.0,,False,,,,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.06,3.931629535067065,7.601402334583733,5.69035945432406,Brother_toner_ink
Audio & Media Systems,speaker,Mainstream,New,True,Current-Gen,Bose,0.95,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.7,No Badge,Organic,0,0,0,0.0,4.548705649006965,6.90875477931522,10.434938994095775,Bose_speaker
Accessories,remote_control,Mainstream,Renewed/Refurbished,False,Current-Gen,Roku,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.5,Best Seller,Organic,0,0,0,0.0,3.663305202994506,8.006700845440367,8.561018670956267,Roku_remote_control
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,Energizer,0.95,,,,,,4.0,,,,,,2000.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.19,2.7067159780890733,8.517393171418904,8.839856232763264,Energizer_battery
Networking & Smart Home,modem,Mainstream,New,False,Current-Gen,ARRIS,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6_AX,AX3000,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,3.9,No Badge,Organic,1,0,0,0.37,5.739760757321436,6.90875477931522,8.957639268419648,ARRIS_modem
"Cameras, Photography & Video",digital_camera,Mainstream,New,True,Current-Gen,Olympus,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.3,No Badge,Organic,1,0,0,0.0,6.21658614080582,6.2166061010848646,5.948034989180646,Olympus_digital_camera
Computers & Gaming,desktop,Mainstream,New,False,Current-Gen,HP,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel CPU,,,32.0,1024.0,,,,,,,,,,ProDesk 400 G9,,,,,,,,,,,,,,,,,,,,False,4.5,Amazon's,Organic,0,0,0,0.0,6.066084887978432,6.2166061010848646,4.90527477843843,HP_desktop
Peripherals & Input,mouse,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.3,No Badge,Organic,1,0,0,0.0,2.444952334280968,8.294299608857235,10.22756182242878,Amazon Basics_mouse
PC Components (Core),ram,Mainstream,New,True,Current-Gen,CORSAIR,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDR4,,,64.0,,DDR4,,,,,,,,,VENGEANCE LPX,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.0,5.049791902630777,6.90875477931522,8.11102783819368,CORSAIR_ram
PC Components (Core),ram,Mainstream,New,False,Current-Gen,G.SKILL,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDR4,,,32.0,,DDR4,,,,,,,,,RipjawsV Series,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.0,4.303929948937459,6.90875477931522,9.666942095531727,G.SKILL_ram
Networking & Smart Home,video_doorbell,Mainstream,New,False,Current-Gen,Wyze,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Battery,WiFi,True,,,,,True,,,,,,,1080p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.1,No Badge,Organic,1,1,0,0.0,4.6149224774307696,6.90875477931522,8.793308627496552,Wyze_video_doorbell
Accessories,stylus,Mainstream,New,False,Current-Gen,Lenovo,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,False,4.3,No Badge,Organic,1,0,0,0.0,3.7133281345162463,7.601402334583733,9.31533081916712,Lenovo_stylus
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,1.0,Laser,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,0,0,0,0.0,5.567924568272286,6.55250788703459,5.429345628954441,HP_toner_ink
Accessories,protection_case,Mainstream,New,False,Current-Gen,Targus,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.22,3.235142797332073,7.601402334583733,9.287671714912506,Targus_protection_case
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,EPSON,1.0,,False,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,3.854182005738296,7.601402334583733,7.115582126184454,EPSON_toner_ink
Accessories,protection_case,Mainstream,New,False,Current-Gen,ESR,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iPad Air 11 Inch,,,,,,,,,,,,"iPad Air, iPad Pro",,,,,,,,True,4.3,No Badge,Organic,1,0,0,0.0,4.663344750039164,6.90875477931522,7.344072850573066,ESR_protection_case
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,EPSON,0.95,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WorkForce Pro WF-3820, WF-3823, WF-4820, WF-4830, WF-4833, WF-4834",,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,3.18179681662678,8.006700845440367,7.8709295967551425,EPSON_toner_ink
"Cameras, Photography & Video",drone,Mainstream,New,True,Current-Gen,DJI,0.95,,,,,,,,,,,,,,,,,,,,,,4K_UHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,4K,,,,,,,,,,,,,,,,,,,,,,Mini 4 Pro,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,0,0,0,0.0,7.090876515946656,6.2166061010848646,8.6921543938039,DJI_drone
"Office, Printing & Power",scanner,Mainstream,New,False,Current-Gen,Epson,0.95,,True,False,A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,False,,,,False,4.0,No Badge,Organic,1,0,0,0.15,4.875120984409557,6.90875477931522,8.557374981049069,Epson_scanner
Displays & Mounting,tv,Mainstream,New,False,Current-Gen,TCL,0.95,,,,,,,,,,,,,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,32.0,FHD_1080p,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32S350F,,,,,,,,,,,,,,,,,,,,False,4.2,No Badge,Organic,1,0,0,0.0,4.9486889658772695,7.601402334583733,7.509883061154913,TCL_tv
Accessories,cable,Mainstream,New,False,Legacy,Amazon Basics,0.95,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,HDMI to DVI,,,,,,M-to-M,False,,,,False,4.7,Best Seller,Organic,1,0,0,0.1,2.1564025828159643,8.699681400989514,11.422738140904643,Amazon Basics_cable
Computers & Gaming,all_in_one,Premium,New,True,Current-Gen,Apple,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,M4,,,16.0,256.0,,,,,True,,,,,iMac,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,0,1,0,0.0,7.022770042060797,6.2166061010848646,5.886104031450156,Apple_all_in_one
Networking & Smart Home,router,Mainstream,New,True,Current-Gen,NETGEAR,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_7_BE,BE19000,,Tri-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.4,No Badge,Organic,0,0,0,0.0,6.769699380486169,6.2166061010848646,7.151485463904735,NETGEAR_router
"Office, Printing & Power",cd,Mainstream,New,False,Current-Gen,Verbatim,0.9,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,Best Seller,Organic,1,0,0,0.37,2.9444389791664403,8.517393171418904,10.262280252445862,Verbatim_cd
Audio & Media Systems,soundbar,Mainstream,New,True,Current-Gen,Sony,0.95,,,,,,,,,,,,,,2.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.2,No Badge,Organic,0,0,0,0.0,4.182050142641207,6.90875477931522,8.965590066907914,Sony_soundbar
Audio & Media Systems,speaker,Mainstream,New,False,Current-Gen,Logitech,0.95,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.3,No Badge,Organic,0,0,0,0.0,3.811760583489752,6.90875477931522,8.87640491500694,Logitech_speaker
Displays & Mounting,monitor,Premium,New,True,Current-Gen,Samsung,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,4K_UHD,Mini-LED,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G95NC,,,,,,,,,,,,,,,,,,,,False,4.1,No Badge,Organic,0,0,0,0.0,7.5501300820853245,6.2166061010848646,5.84354441703136,Samsung_monitor
PC Components (Core),ssd_internal,Mainstream,New,False,Current-Gen,WD_BLACK,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,14900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gen 5 PCIe 5.0x4,,,,2048.0,Gen5,,,,,,,,,WDS200T1X0M,,,,,,,,,M.2 2280,,,,,,,,,NVMe,,False,4.8,No Badge,Organic,1,0,0,0.0,5.442374419541463,6.2166061010848646,4.919980925828125,WD_BLACK_ssd_internal
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,0.95,Inkjet,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,Amazon's,Organic,1,1,0,0.23,3.509453700432007,8.006700845440367,5.62040086571715,HP_toner_ink
